id,ad_season,zipcode,suggested_buy_price,suggested_sell_price,profit
7129300520,fall,98178,215243.0,245377.02,30134.01999999999
2976800796,fall,98178,228920.0,260968.8,32048.79999999999
3352402236,fall,98178,244925.0,279214.5,34289.5
179000350,fall,98178,188180.0,214525.19999999998,26345.199999999983
179003055,fall,98178,203700.0,232217.99999999997,28517.99999999997
3352402250,fall,98178,116303.0,132585.41999999998,16282.419999999984
399000195,fall,98178,194000.0,221159.99999999997,27159.99999999997
2328800130,fall,98178,213400.0,243275.99999999997,29875.99999999997
7129300420,fall,98178,250260.0,285296.39999999997,35036.399999999965
185000161,fall,98178,253170.0,288613.8,35443.79999999999
8068000305,fall,98178,233770.0,266497.8,32727.79999999999
7812800865,fall,98178,164900.0,187985.99999999997,23085.99999999997
7657600195,fall,98178,193951.5,221104.71,27153.209999999992
2520900301,fall,98178,232121.0,264617.94,32496.940000000002
7812800515,fall,98178,154302.75,175905.13499999998,21602.38499999998
179001425,fall,98178,223100.0,254333.99999999997,31233.99999999997
179000505,fall,98178,249290.0,284190.6,34900.59999999998
1180002735,fall,98178,260930.0,297460.19999999995,36530.19999999995
4279900140,fall,98178,243470.0,277555.8,34085.79999999999
3352401090,fall,98178,231781.5,264230.91,32449.409999999974
1180003435,fall,98178,266750.0,304095.0,37345.0
7192200040,fall,98178,271600.0,309624.0,38024.0
2988800065,fall,98178,272570.0,310729.8,38159.79999999999
393000385,fall,98178,247350.0,281979.0,34629.0
2976800749,fall,98178,145500.0,165870.0,20370.0
7812801590,fall,98178,213303.0,243165.41999999998,29862.419999999984
3352400351,fall,98178,194000.0,221159.99999999997,27159.99999999997
7812801850,fall,98178,188180.0,214525.19999999998,26345.199999999983
3347400525,fall,98178,142590.0,162552.59999999998,19962.599999999977
7657600005,fall,98178,242451.5,276394.70999999996,33943.20999999996
7689600630,fall,98178,210005.0,239405.69999999998,29400.699999999983
4059400190,fall,98178,218250.0,248804.99999999997,30554.99999999997
1123049126,fall,98178,220190.0,251016.59999999998,30826.599999999977
3352401476,fall,98178,193988.36,221146.73039999997,27158.370399999985
7689600215,fall,98178,196425.0,223924.49999999997,27499.49999999997
3352400661,fall,98178,131823.0,150278.22,18455.22
4060000240,summer,98178,199262.25,227158.96499999997,27896.714999999967
3969300030,summer,98178,160050.0,182456.99999999997,22406.99999999997
1180003090,summer,98178,184300.0,210101.99999999997,25801.99999999997
5476200160,summer,98178,159863.76,182244.6864,22380.926399999997
7812800310,summer,98178,252200.0,287508.0,35308.0
3810000565,summer,98178,247350.0,281979.0,34629.0
3810000202,summer,98178,244149.0,278329.86,34180.859999999986
4058802105,summer,98178,145500.0,165870.0,20370.0
5476200123,summer,98178,194000.0,221159.99999999997,27159.99999999997
7813200115,summer,98178,97000.0,110579.99999999999,13579.999999999985
7657000165,summer,98178,194000.0,221159.99999999997,27159.99999999997
3348401584,summer,98178,203700.0,232217.99999999997,28517.99999999997
3352402195,summer,98178,163930.0,186880.19999999998,22950.199999999983
8068000585,summer,98178,227950.0,259862.99999999997,31912.99999999997
1180008315,summer,98178,205640.0,234429.59999999998,28789.599999999977
7657000225,summer,98178,198850.0,226688.99999999997,27838.99999999997
2144800615,summer,98178,184300.0,210101.99999999997,25801.99999999997
3352400325,summer,98178,218250.0,248804.99999999997,30554.99999999997
1180007005,summer,98178,257971.5,294087.50999999995,36116.00999999995
7812800775,summer,98178,256322.5,292207.64999999997,35885.149999999965
2144800117,summer,98178,261900.0,298566.0,36666.0
7812801925,summer,98178,223100.0,254333.99999999997,31233.99999999997
1180002075,summer,98178,227950.0,259862.99999999997,31912.99999999997
4058802255,summer,98178,213351.5,243220.71,29869.209999999992
7689600330,summer,98178,200790.0,228900.59999999998,28110.599999999977
2172000035,summer,98178,184300.0,210101.99999999997,25801.99999999997
3348401490,summer,98178,257050.0,293037.0,35987.0
7812800995,summer,98178,194000.0,221159.99999999997,27159.99999999997
4059400515,summer,98178,223051.5,254278.71,31227.209999999992
3348401622,summer,98178,216310.0,246593.39999999997,30283.399999999965
1180005280,summer,98178,232751.5,265336.70999999996,32585.209999999963
7961500010,summer,98178,237650.0,270921.0,33271.0
4059400585,summer,98178,211460.0,241064.39999999997,29604.399999999965
4060000170,summer,98178,247350.0,281979.0,34629.0
7812800215,summer,98178,227950.0,259862.99999999997,31912.99999999997
7657000540,summer,98178,160050.0,182456.99999999997,22406.99999999997
2144800146,summer,98178,249775.0,284743.5,34968.5
7878400043,summer,98178,179450.0,204572.99999999997,25122.99999999997
6874200960,winter,98178,164900.0,187985.99999999997,23085.99999999997
561000075,winter,98178,252200.0,287508.0,35308.0
3348401740,winter,98178,182360.0,207890.4,25530.399999999994
185000118,winter,98178,205640.0,234429.59999999998,28789.599999999977
3352400004,winter,98178,178965.0,204020.09999999998,25055.099999999977
3800008,winter,98178,172660.0,196832.4,24172.399999999994
4060000440,winter,98178,233770.0,266497.8,32727.79999999999
4136800205,winter,98178,250260.0,285296.39999999997,35036.399999999965
4058801230,winter,98178,248320.0,283084.8,34764.79999999999
7812800681,winter,98178,161020.0,183562.8,22542.79999999999
7812801125,winter,98178,216213.0,246482.81999999998,30269.819999999978
7657000085,winter,98178,211460.0,241064.39999999997,29604.399999999965
179001101,winter,98178,130950.0,149283.0,18333.0
1123049027,winter,98178,152775.0,174163.49999999997,21388.49999999997
3151600035,winter,98178,253742.3,289266.22199999995,35523.92199999996
7812800855,winter,98178,154327.0,175932.78,21605.78
4440400155,winter,98178,184300.0,210101.99999999997,25801.99999999997
7812801785,winter,98178,214706.59,244765.5126,30058.92259999999
3352401037,winter,98178,217280.0,247699.19999999998,30419.199999999983
4268200055,spring,98178,237650.0,270921.0,33271.0
2171400126,spring,98178,260930.0,297460.19999999995,36530.19999999995
2171400218,spring,98178,237650.0,270921.0,33271.0
3810000860,spring,98178,232800.0,265392.0,32592.0
2976800550,spring,98178,271604.85,309629.5289999999,38024.678999999946
3810000465,spring,98178,235710.0,268709.39999999997,32999.399999999965
3352401981,spring,98178,193030.0,220054.19999999998,27024.199999999983
2172000750,spring,98178,155200.0,176927.99999999997,21727.99999999997
399000025,spring,98178,257050.0,293037.0,35987.0
9368700031,spring,98178,189150.0,215630.99999999997,26480.99999999997
3352400330,spring,98178,209520.0,238852.8,29332.79999999999
7812801115,spring,98178,148410.0,169187.4,20777.399999999994
9282800065,spring,98178,196910.0,224477.4,27567.399999999994
3348401095,spring,98178,203700.0,232217.99999999997,28517.99999999997
2172000846,spring,98178,240560.0,274238.39999999997,33678.399999999965
4440400125,spring,98178,221160.0,252122.39999999997,30962.399999999965
9368700270,spring,98178,133763.0,152489.81999999998,18726.819999999978
3352402272,spring,98178,223100.0,254333.99999999997,31233.99999999997
7689600360,spring,98178,208550.0,237746.99999999997,29196.99999999997
3352400905,spring,98178,237650.0,270921.0,33271.0
1180003175,spring,98178,223051.5,254278.71,31227.209999999992
2976800145,spring,98178,252200.0,287508.0,35308.0
179001046,spring,98178,222130.0,253228.19999999998,31098.199999999983
2172000894,spring,98178,218250.0,248804.99999999997,30554.99999999997
1180005220,spring,98178,218250.0,248804.99999999997,30554.99999999997
2172000285,spring,98178,246865.0,281426.1,34561.09999999998
7812801700,spring,98178,220190.0,251016.59999999998,30826.599999999977
4060000290,spring,98178,245410.0,279767.39999999997,34357.399999999965
3347401315,spring,98178,213400.0,243275.99999999997,29875.99999999997
1423049019,spring,98178,87300.0,99521.99999999999,12221.999999999985
2988800011,spring,98178,236680.0,269815.19999999995,33135.19999999995
3878900464,spring,98178,222615.0,253781.09999999998,31166.099999999977
1123049232,spring,98178,270630.0,308518.19999999995,37888.19999999995
6381500700,fall,98125,350400.0,392448.00000000006,42048.00000000006
6414100111,fall,98125,350400.0,392448.00000000006,42048.00000000006
8901000445,fall,98125,374400.0,419328.00000000006,44928.00000000006
8820902540,fall,98125,408000.0,456960.00000000006,48960.00000000006
7663700261,fall,98125,379200.0,424704.00000000006,45504.00000000006
5101407305,fall,98125,306240.0,342988.80000000005,36748.80000000005
7663700759,fall,98125,353280.0,395673.60000000003,42393.600000000035
1787600094,fall,98125,273600.0,306432.00000000006,32832.00000000006
2926049408,fall,98125,384000.0,430080.00000000006,46080.00000000006
6412600005,fall,98125,360000.0,403200.00000000006,43200.00000000006
9324800180,fall,98125,387120.0,433574.4,46454.40000000002
2126049096,fall,98125,383040.0,429004.80000000005,45964.80000000005
5272200040,fall,98125,360000.0,403200.00000000006,43200.00000000006
1453602284,fall,98125,284160.0,318259.2,34099.20000000001
2026049097,fall,98125,414480.0,464217.60000000003,49737.600000000035
6632300230,fall,98125,362400.0,405888.00000000006,43488.00000000006
2126049154,fall,98125,417600.0,467712.00000000006,50112.00000000006
3834000400,fall,98125,398400.0,446208.00000000006,47808.00000000006
1454100260,fall,98125,342720.0,383846.4,41126.40000000002
4426600125,fall,98125,267840.0,299980.80000000005,32140.800000000047
7715600070,fall,98125,369600.0,413952.00000000006,44352.00000000006
2568800160,fall,98125,415680.0,465561.60000000003,49881.600000000035
5272200045,fall,98125,362880.0,406425.60000000003,43545.600000000035
6632300477,fall,98125,311952.0,349386.24000000005,37434.24000000005
6381500720,fall,98125,379200.0,424704.00000000006,45504.00000000006
8820903370,fall,98125,334080.0,374169.60000000003,40089.600000000035
6381500450,fall,98125,365712.0,409597.44000000006,43885.44000000006
8820903560,fall,98125,364800.0,408576.00000000006,43776.00000000006
2826049091,fall,98125,249552.0,279498.24000000005,29946.24000000005
751000080,fall,98125,408960.0,458035.20000000007,49075.20000000007
5101407350,fall,98125,383040.0,429004.80000000005,45964.80000000005
2826049108,fall,98125,339360.0,380083.2,40723.20000000001
751000190,fall,98125,340800.0,381696.00000000006,40896.00000000006
1453602313,fall,98125,285120.0,319334.4,34214.40000000002
2926049237,fall,98125,400800.0,448896.00000000006,48096.00000000006
820000018,fall,98125,372000.0,416640.00000000006,44640.00000000006
7663700401,fall,98125,219840.0,246220.80000000002,26380.800000000017
9324800025,fall,98125,312480.0,349977.60000000003,37497.600000000035
4077800258,fall,98125,384000.0,430080.00000000006,46080.00000000006
5101406522,fall,98125,403200.0,451584.00000000006,48384.00000000006
1453602310,fall,98125,290880.0,325785.60000000003,34905.600000000035
5101408735,fall,98125,240000.0,268800.0,28800.0
8822900115,fall,98125,293760.0,329011.2,35251.20000000001
2926049564,fall,98125,345600.0,387072.00000000006,41472.00000000006
6411600411,fall,98125,246720.0,276326.4,29606.400000000023
3821700038,fall,98125,292800.0,327936.00000000006,35136.00000000006
1453601038,fall,98125,280320.0,313958.4,33638.40000000002
1133000671,spring,98125,302400.0,338688.00000000006,36288.00000000006
6798100662,spring,98125,299520.0,335462.4,35942.40000000002
5144000036,spring,98125,345600.0,387072.00000000006,41472.00000000006
751000060,spring,98125,338880.0,379545.60000000003,40665.600000000035
6381500505,spring,98125,384000.0,430080.00000000006,46080.00000000006
4427100105,spring,98125,382080.0,427929.60000000003,45849.600000000035
6161000015,spring,98125,335952.0,376266.24000000005,40314.24000000005
2026049125,spring,98125,297600.0,333312.00000000006,35712.00000000006
1787600252,spring,98125,270720.0,303206.4,32486.400000000023
2926049449,spring,98125,369024.0,413306.88000000006,44282.88000000006
3226049184,spring,98125,312000.0,349440.00000000006,37440.00000000006
6414100721,spring,98125,391200.0,438144.00000000006,46944.00000000006
7663700551,spring,98125,322560.0,361267.2,38707.20000000001
6381500635,spring,98125,328320.0,367718.4,39398.40000000002
6632300161,spring,98125,405120.0,453734.4,48614.40000000002
1133000050,spring,98125,347520.0,389222.4,41702.40000000002
4427100025,spring,98125,259200.0,290304.0,31104.0
8820901415,spring,98125,384000.0,430080.00000000006,46080.00000000006
3448000410,spring,98125,340704.96,381589.55520000006,40884.59520000004
2744600040,spring,98125,316800.0,354816.00000000006,38016.00000000006
4077800518,spring,98125,356160.0,398899.2,42739.20000000001
6381500035,spring,98125,369600.0,413952.00000000006,44352.00000000006
6632300040,spring,98125,313920.0,351590.4,37670.40000000002
6413100311,spring,98125,374400.0,419328.00000000006,44928.00000000006
2126049083,spring,98125,311520.0,348902.4,37382.40000000002
7663700783,spring,98125,354720.0,397286.4,42566.40000000002
1133000036,spring,98125,393600.0,440832.00000000006,47232.00000000006
6413600192,spring,98125,312000.0,349440.00000000006,37440.00000000006
3226049045,spring,98125,336000.0,376320.00000000006,40320.00000000006
3448002267,spring,98125,369600.0,413952.00000000006,44352.00000000006
2832100270,spring,98125,294612.48,329965.9776,35353.4976
6414100133,spring,98125,323520.0,362342.4,38822.40000000002
4375700065,spring,98125,302664.0,338983.68000000005,36319.68000000005
2026049183,spring,98125,311952.0,349386.24000000005,37434.24000000005
2026049124,spring,98125,312000.0,349440.00000000006,37440.00000000006
1453602283,spring,98125,328320.0,367718.4,39398.40000000002
705000120,spring,98125,379200.0,424704.00000000006,45504.00000000006
6413600276,spring,98125,340752.0,381642.24000000005,40890.24000000005
4427100145,spring,98125,407040.0,455884.80000000005,48844.80000000005
8822901024,spring,98125,297600.0,333312.00000000006,35712.00000000006
2926049376,spring,98125,211200.0,236544.00000000003,25344.00000000003
2044500213,spring,98125,297600.0,333312.00000000006,35712.00000000006
6414600321,spring,98125,304320.0,340838.4,36518.40000000002
8632100010,spring,98125,350400.0,392448.00000000006,42048.00000000006
1454100122,spring,98125,388800.0,435456.00000000006,46656.00000000006
1787600190,spring,98125,338880.0,379545.60000000003,40665.600000000035
9421500130,spring,98125,362880.0,406425.60000000003,43545.600000000035
1453600182,spring,98125,273600.0,306432.00000000006,32832.00000000006
6413600290,spring,98125,242400.0,271488.0,29088.0
3448001975,spring,98125,336960.0,377395.2,40435.20000000001
6798100661,spring,98125,326400.0,365568.00000000006,39168.00000000006
3448000755,spring,98125,383952.0,430026.24000000005,46074.24000000005
7663700973,spring,98125,308160.0,345139.2,36979.20000000001
6632300212,spring,98125,352080.0,394329.60000000003,42249.600000000035
2325300060,spring,98125,330240.0,369868.80000000005,39628.80000000005
3753000030,spring,98125,383952.0,430026.24000000005,46074.24000000005
3448001412,spring,98125,283200.0,317184.00000000006,33984.00000000006
2926049582,spring,98125,254400.0,284928.0,30528.0
8822900122,spring,98125,312000.0,349440.00000000006,37440.00000000006
3753000010,spring,98125,400560.0,448627.20000000007,48067.20000000007
3992700335,summer,98125,367200.0,411264.00000000006,44064.00000000006
6370000070,summer,98125,344640.0,385996.80000000005,41356.80000000005
8902500118,summer,98125,312960.0,350515.2,37555.20000000001
2126049032,summer,98125,360000.0,403200.00000000006,43200.00000000006
6632300478,summer,98125,384000.0,430080.00000000006,46080.00000000006
2239800070,summer,98125,400320.0,448358.4,48038.40000000002
3992700036,summer,98125,398400.0,446208.00000000006,47808.00000000006
3834000805,summer,98125,336000.0,376320.00000000006,40320.00000000006
6381501636,summer,98125,307200.0,344064.00000000006,36864.00000000006
7663700792,summer,98125,218880.0,245145.60000000003,26265.600000000035
6855700115,summer,98125,342960.0,384115.2,41155.20000000001
1787600164,summer,98125,297600.0,333312.00000000006,35712.00000000006
3992700265,summer,98125,369696.0,414059.52,44363.52000000002
1454100056,summer,98125,340800.0,381696.00000000006,40896.00000000006
6798100652,summer,98125,304080.0,340569.60000000003,36489.600000000035
8820902905,summer,98125,360000.0,403200.00000000006,43200.00000000006
3992700130,summer,98125,256320.0,287078.4,30758.400000000023
6855700080,summer,98125,283152.0,317130.24000000005,33978.24000000005
6381500170,summer,98125,225600.0,252672.00000000003,27072.00000000003
8820900670,summer,98125,383952.0,430026.24000000005,46074.24000000005
6413100122,summer,98125,355152.0,397770.24000000005,42618.24000000005
1454100005,summer,98125,336000.0,376320.00000000006,40320.00000000006
1454100480,summer,98125,363360.0,406963.2,43603.20000000001
4427100095,summer,98125,345600.0,387072.00000000006,41472.00000000006
6381500065,summer,98125,361440.0,404812.80000000005,43372.80000000005
5101405604,summer,98125,336000.0,376320.00000000006,40320.00000000006
8822901301,summer,98125,269760.0,302131.2,32371.20000000001
1787600165,summer,98125,380640.0,426316.80000000005,45676.80000000005
3822200105,summer,98125,364800.0,408576.00000000006,43776.00000000006
820000012,summer,98125,384960.0,431155.20000000007,46195.20000000007
